model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 CLA Class,2020.0,32995,Automatic,6000.0,Petrol,145.0,44.8,1.3
 C Class,2018.0,23790,Automatic,16500.0,Petrol,145.0,47.1,2.0
 A Class,2019.0,21299,Automatic,1759.0,Diesel,145.0,65.7,1.5
 E Class,2016.0,19750,Semi-Auto,29000.0,Diesel,30.0,65.7,2.0
 A Class,2017.0,18991,Automatic,13667.0,Petrol,125.0,52.3,1.6
 C Class,2017.0,18495,Semi-Auto,18758.0,Petrol,150.0,50.4,2.0
 E Class,2016.0,19999,Automatic,16137.0,Diesel,30.0,65.7,2.0
 E Class,2016.0,18990,Automatic,33599.0,Diesel,160.0,52.3,3.0
 C Class,2014.0,16995,Automatic,37600.0,Diesel,30.0,64.2,2.1
 GLA Class,2016.0,18991,Automatic,37482.0,Diesel,125.0,56.5,2.1
 GLC Class,2015.0,22990,Semi-Auto,31289.0,Diesel,125.0,56.5,2.1
 A Class,2018.0,20280,Automatic,15677.0,Petrol,145.0,53.3,1.3
 A Class,2018.0,19500,Automatic,10412.0,Petrol,145.0,53.3,1.3
 E Class,2020.0,45499,Semi-Auto,999.0,Diesel,145.0,41.5,3.0
 C Class,2018.0,19399,Automatic,9047.0,Diesel,145.0,60.1,2.1
 E Class,2020.0,36990,Semi-Auto,1499.0,Diesel,145.0,70.6,2.0
 GL Class,2015.0,16799,Automatic,40659.0,Diesel,125.0,56.5,2.1
 E Class,2019.0,28149,Semi-Auto,3242.0,Petrol,145.0,39.8,2.0
 GLC Class,2020.0,37990,Semi-Auto,1610.0,Diesel,145.0,40.9,2.0
 A Class,2016.0,15295,Automatic,34595.0,Diesel,20.0,74.3,1.5
 GLA Class,2016.0,19799,Semi-Auto,20877.0,Diesel,125.0,56.5,2.1
 B Class,2019.0,21980,Semi-Auto,9318.0,Petrol,145.0,45.6,1.3
 B Class,2020.0,25931,Semi-Auto,10.0,Diesel,145.0,55.4,2.0
 C Class,2019.0,26995,Automatic,10765.0,Diesel,145.0,57.7,2.0
 CL Class,2019.0,26795,Semi-Auto,5896.0,Petrol,150.0,38.2,2.0
 C Class,2017.0,20990,Semi-Auto,30447.0,Diesel,150.0,61.4,2.1
 E Class,2019.0,35149,Semi-Auto,7630.0,Diesel,145.0,48.7,3.0
 A Class,2019.0,19498,Semi-Auto,14899.0,Diesel,145.0,68.9,1.5
 C Class,2015.0,16699,Semi-Auto,48000.0,Diesel,30.0,64.2,2.1
 E Class,2017.0,20000,Semi-Auto,34495.0,Diesel,145.0,72.4,2.0
 E Class,2018.0,51200,Semi-Auto,4500.0,Petrol,145.0,30.1,4.0
 GLA Class,2016.0,16350,Semi-Auto,24955.0,Diesel,20.0,64.2,2.1
 B Class,2013.0,7295,Manual,65455.0,Diesel,125.0,61.4,1.8
 GLC Class,2018.0,29991,Semi-Auto,18976.0,Diesel,150.0,47.9,3.0
 B Class,2016.0,11499,Manual,19590.0,Diesel,20.0,70.6,1.5
 GLE Class,2017.0,39980,Semi-Auto,23321.0,Diesel,145.0,39.2,3.0
 A Class,2020.0,16862,Manual,29515.0,Petrol,150.0,47.1,1.3
 A Class,2015.0,12200,Manual,34320.0,Diesel,20.0,70.6,1.5
 GLC Class,2017.0,23994,Semi-Auto,31225.0,Diesel,145.0,56.5,2.1
 CL Class,2016.0,29999,Semi-Auto,16043.0,Petrol,205.0,40.9,2.0
 C Class,2015.0,15495,Semi-Auto,21064.0,Petrol,125.0,52.3,2.0
 E Class,2020.0,42480,Semi-Auto,1489.0,Diesel,145.0,57.7,2.0
 C Class,2019.0,25980,Semi-Auto,8999.0,Petrol,145.0,45.6,1.5
 E Class,2017.0,19849,Semi-Auto,31508.0,Diesel,145.0,72.4,2.0
 C Class,2017.0,18995,Automatic,54000.0,Petrol,150.0,48.7,2.0
 X-CLASS,2019.0,28990,Automatic,4000.0,Diesel,260.0,35.8,2.3
 C Class,2017.0,19199,Semi-Auto,8306.0,Petrol,145.0,50.4,2.0
 GLC Class,2019.0,34950,Semi-Auto,9551.0,Diesel,145.0,56.5,2.1
 S Class,2016.0,29267,Automatic,9521.0,Diesel,165.0,50.4,3.0
 GLC Class,2016.0,23282,Semi-Auto,9700.0,Diesel,125.0,56.5,2.1
 B Class,2020.0,26500,Semi-Auto,2000.0,Diesel,145.0,55.4,2.0
 CL Class,2017.0,19795,Semi-Auto,20044.0,Petrol,125.0,53.3,1.6
 B Class,2017.0,14995,Automatic,39535.0,Diesel,150.0,68.9,2.1
 CLS Class,2015.0,16490,Automatic,54000.0,Diesel,145.0,56.5,2.1
 C Class,2015.0,13995,Automatic,96000.0,Diesel,30.0,62.8,2.1
 GLE Class,2017.0,30298,Semi-Auto,14786.0,Diesel,200.0,47.9,2.1
 GLA Class,2017.0,21299,Semi-Auto,2731.0,Diesel,125.0,56.5,2.1
 C Class,2019.0,28589,Automatic,7621.0,Diesel,145.0,57.7,2.0
 C Class,2014.0,15990,Automatic,40997.0,Diesel,125.0,60.1,2.1
 CL Class,2019.0,27149,Semi-Auto,2001.0,Petrol,145.0,38.2,2.0
 A Class,2018.0,15900,Manual,22894.0,Petrol,145.0,49.6,1.6
 GLC Class,2018.0,33998,Semi-Auto,7220.0,Diesel,145.0,56.5,2.1
 C Class,2017.0,17980,Semi-Auto,32259.0,Diesel,30.0,64.2,2.1
 E Class,2016.0,21317,Automatic,21316.0,Diesel,165.0,50.4,3.0
 E Class,2019.0,37399,Semi-Auto,3896.0,Diesel,145.0,57.7,2.0
 SL CLASS,2017.0,21998,Semi-Auto,4657.0,Diesel,145.0,70.6,2.1
 A Class,2019.0,25890,Automatic,1499.0,Diesel,145.0,62.8,1.5
 A Class,2017.0,15199,Automatic,17467.0,Diesel,145.0,74.3,1.5
 A Class,2020.0,24889,Semi-Auto,1000.0,Diesel,145.0,62.8,1.5
 C Class,2019.0,30181,Automatic,1786.0,Diesel,145.0,55.4,2.0
 E Class,2019.0,30980,Semi-Auto,4831.0,Diesel,145.0,61.4,2.0
 A Class,2018.0,16499,Manual,30066.0,Diesel,150.0,68.9,1.5
 C Class,2019.0,24299,Semi-Auto,14333.0,Diesel,145.0,61.4,2.0
 GLC Class,2016.0,24990,Semi-Auto,23941.0,Diesel,125.0,56.5,2.1
 A Class,2020.0,33900,Automatic,345.0,Hybrid,140.0,1.1,1.3
 A Class,2020.0,48790,Semi-Auto,1499.0,Petrol,145.0,32.8,2.0
 E Class,2019.0,24749,Semi-Auto,14360.0,Diesel,145.0,72.4,2.0
 A Class,2020.0,44995,Semi-Auto,500.0,Petrol,145.0,32.8,2.0
 A Class,2018.0,20500,Automatic,13386.0,Petrol,145.0,53.3,0.0
 SL CLASS,2017.0,19828,Automatic,18455.0,Diesel,30.0,70.6,2.1
 SLK,2013.0,10857,Automatic,49284.0,Petrol,200.0,43.5,2.0
 A Class,2015.0,11480,Manual,47552.0,Diesel,0.0,80.7,1.5
 GL Class,2017.0,29300,Automatic,28871.0,Diesel,145.0,45.6,3.0
 C Class,2018.0,21000,Automatic,29911.0,Diesel,150.0,58.9,2.1
 E Class,2017.0,19290,Semi-Auto,25500.0,Diesel,150.0,67.3,2.0
 A Class,2017.0,16912,Semi-Auto,12717.0,Diesel,145.0,70.6,2.1
 GLC Class,2019.0,36999,Semi-Auto,2823.0,Diesel,145.0,40.9,2.0
 A Class,2017.0,20795,Semi-Auto,19400.0,Petrol,160.0,45.6,2.0
 E Class,2005.0,3485,Automatic,79191.0,Petrol,325.0,32.5,1.8
 A Class,2014.0,10990,Manual,42000.0,Diesel,20.0,70.6,1.5
 C Class,2017.0,31692,Automatic,38545.0,Petrol,145.0,35.3,3.0
 GLE Class,2017.0,26800,Automatic,50964.0,Diesel,150.0,47.9,2.1
 B Class,2019.0,26949,Semi-Auto,9148.0,Diesel,145.0,54.3,2.0
 E Class,2016.0,19370,Semi-Auto,12824.0,Diesel,20.0,72.4,2.0
 M Class,2013.0,16991,Semi-Auto,56979.0,Diesel,200.0,44.8,2.1
 GLE Class,2017.0,29498,Semi-Auto,22501.0,Diesel,200.0,47.9,2.1
 GLC Class,2016.0,24250,Automatic,36743.0,Diesel,125.0,56.5,2.1
 GLC Class,2019.0,35490,Automatic,2644.0,Diesel,145.0,40.9,2.0
 B Class,2019.0,22480,Semi-Auto,7531.0,Petrol,145.0,45.6,1.3
 C Class,2020.0,36809,Semi-Auto,1000.0,Petrol,145.0,46.3,1.5
 GLA Class,2015.0,23495,Automatic,41909.0,Petrol,235.0,37.7,2.0
 C Class,2019.0,28990,Automatic,5904.0,Diesel,145.0,55.4,2.0
 A Class,2019.0,22790,Semi-Auto,7333.0,Petrol,150.0,28.5,1.3
 A Class,2017.0,13849,Manual,18600.0,Diesel,145.0,68.9,1.5
 CLA Class,2016.0,18250,Automatic,13379.0,Diesel,20.0,67.3,2.1
 C Class,2017.0,25999,Semi-Auto,6600.0,Petrol,145.0,47.1,2.0
 C Class,2016.0,20990,Semi-Auto,36051.0,Diesel,30.0,65.7,2.1
 C Class,2015.0,15212,Semi-Auto,36120.0,Diesel,20.0,64.2,2.1
 A Class,2015.0,12519,Automatic,32259.0,Petrol,30.0,52.3,1.6
 A Class,2019.0,21250,Manual,5132.0,Petrol,145.0,47.1,1.3
 SLK,2001.0,3990,Automatic,48172.0,Petrol,325.0,30.0,2.3
 C Class,2019.0,27950,Automatic,6024.0,Diesel,145.0,56.5,2.0
 E Class,2019.0,34630,Automatic,3752.0,Diesel,145.0,42.8,2.0
 A Class,2017.0,15490,Manual,40014.0,Diesel,30.0,62.8,2.1
 C Class,2019.0,27199,Semi-Auto,5926.0,Diesel,145.0,56.5,2.0
 E Class,2017.0,22099,Semi-Auto,15617.0,Diesel,145.0,67.3,2.0
 E Class,2017.0,22250,Semi-Auto,19225.0,Diesel,145.0,61.4,2.0
 C Class,2019.0,31599,Semi-Auto,3092.0,Petrol,145.0,44.1,1.5
 GLC Class,2019.0,36390,Semi-Auto,10955.0,Diesel,145.0,40.9,2.0
 C Class,2020.0,28590,Semi-Auto,1501.0,Diesel,145.0,54.3,1.6
 B Class,2019.0,23395,Semi-Auto,1928.0,Diesel,145.0,55.4,2.0
 C Class,2014.0,16990,Semi-Auto,40000.0,Petrol,145.0,49.6,2.0
 CL Class,2019.0,25990,Semi-Auto,13775.0,Diesel,145.0,51.4,2.2
 B Class,2020.0,25600,Semi-Auto,4000.0,Petrol,145.0,44.8,1.3
 E Class,2017.0,22980,Semi-Auto,18038.0,Diesel,145.0,65.7,2.0
 A Class,2019.0,24990,Automatic,20000.0,Diesel,145.0,62.8,1.5
 C Class,2015.0,20000,Automatic,12050.0,Diesel,30.0,64.2,2.1
 A Class,2015.0,11500,Manual,80140.0,Diesel,30.0,62.8,2.1
 A Class,2014.0,11915,Manual,12522.0,Diesel,0.0,78.5,1.5
 GLE Class,2017.0,27980,Semi-Auto,35354.0,Diesel,145.0,42.8,3.0
 GLS Class,2019.0,44890,Automatic,18082.0,Diesel,145.0,37.2,3.0
 C Class,2017.0,18999,Semi-Auto,31727.0,Diesel,145.0,64.2,2.1
 GLE Class,2019.0,49480,Semi-Auto,4468.0,Diesel,145.0,36.7,2.0
 A Class,2019.0,24998,Automatic,3000.0,Diesel,145.0,62.8,1.5
 A Class,2019.0,27995,Semi-Auto,1989.0,Petrol,150.0,45.6,2.0
 A Class,2019.0,19250,Automatic,10632.0,Diesel,145.0,65.7,1.5
 CLA Class,2019.0,20700,Manual,3794.0,Petrol,145.0,42.8,1.6
 GLA Class,2016.0,17995,Automatic,56564.0,Diesel,30.0,64.2,2.1
 GLE Class,2019.0,53990,Automatic,5000.0,Diesel,145.0,36.7,3.0
 C Class,2017.0,33202,Automatic,21524.0,Petrol,145.0,34.0,3.0
 C Class,2018.0,26189,Semi-Auto,8069.0,Diesel,145.0,65.7,2.1
 A Class,2016.0,10799,Manual,81475.0,Diesel,20.0,72.4,1.5
 C Class,2016.0,18232,Semi-Auto,33085.0,Hybrid,0.0,134.5,2.0
 CLS Class,2019.0,38999,Automatic,999.0,Diesel,145.0,45.6,2.0
 C Class,2019.0,23980,Semi-Auto,13864.0,Diesel,145.0,61.4,2.0
 A Class,2019.0,26100,Semi-Auto,4000.0,Petrol,145.0,28.5,2.0
 A Class,2020.0,25500,Semi-Auto,2902.0,Petrol,145.0,53.3,1.3
 X-CLASS,2019.0,37891,Automatic,303.0,Diesel,265.0,31.4,3.0
 C Class,2019.0,20299,Semi-Auto,14184.0,Petrol,145.0,46.3,1.5
 E Class,2017.0,23250,Semi-Auto,7521.0,Diesel,145.0,61.4,2.0
 GLC Class,2019.0,31980,Semi-Auto,16212.0,Diesel,145.0,56.5,2.1
 A Class,2017.0,12400,Manual,28572.0,Petrol,125.0,52.3,1.6
 GLC Class,2020.0,38995,Semi-Auto,4200.0,Diesel,145.0,40.9,2.0
 C Class,2017.0,16958,Automatic,49243.0,Diesel,30.0,61.4,2.1
 A Class,2018.0,20599,Semi-Auto,6285.0,Petrol,145.0,53.3,1.3
 B Class,2019.0,25980,Semi-Auto,16.0,Diesel,145.0,55.4,2.0
 GLA Class,2016.0,18500,Automatic,31478.0,Diesel,125.0,56.5,2.1
 E Class,2017.0,19500,Automatic,33652.0,Diesel,150.0,67.3,2.0
 C Class,2016.0,16750,Automatic,24909.0,Diesel,30.0,64.2,1.6
 GL Class,2015.0,15299,Automatic,41270.0,Diesel,20.0,62.8,2.1
 GLE Class,2016.0,28500,Automatic,20000.0,Diesel,205.0,47.9,2.1
 E Class,2017.0,19500,Automatic,30918.0,Diesel,30.0,65.7,2.0
 SL CLASS,2018.0,18999,Automatic,8942.0,Petrol,145.0,48.7,1.6
 GLA Class,2019.0,27359,Semi-Auto,1000.0,Diesel,145.0,56.5,2.1
 C Class,2017.0,20480,Automatic,30053.0,Hybrid,0.0,134.5,2.0
 GLC Class,2018.0,24750,Automatic,23267.0,Diesel,150.0,56.5,2.1
 C Class,2019.0,31599,Semi-Auto,3784.0,Diesel,145.0,55.4,2.0
 GLC Class,2019.0,34999,Automatic,10094.0,Diesel,145.0,44.8,2.0
 V Class,2019.0,45800,Automatic,18.0,Diesel,145.0,36.2,2.0
 C Class,2019.0,25349,Semi-Auto,9172.0,Petrol,145.0,46.3,1.5
 GLC Class,2020.0,49995,Semi-Auto,2607.0,Petrol,145.0,27.4,3.0
 E Class,2019.0,27991,Semi-Auto,9037.0,Diesel,145.0,65.7,2.0
 C Class,2019.0,26480,Semi-Auto,14636.0,Diesel,145.0,61.4,2.0
 C Class,2019.0,28950,Automatic,2950.0,Diesel,145.0,56.5,2.0
 C Class,2018.0,22991,Automatic,12000.0,Petrol,145.0,44.1,1.5
 E Class,2017.0,23299,Semi-Auto,24000.0,Diesel,145.0,65.7,2.0
 E Class,2017.0,20998,Semi-Auto,21929.0,Diesel,30.0,65.7,2.0
 C Class,2019.0,28660,Automatic,6282.0,Diesel,145.0,54.3,2.0
 E Class,2019.0,32490,Semi-Auto,3375.0,Diesel,145.0,42.8,2.0
 A Class,2018.0,16999,Manual,23362.0,Petrol,145.0,51.4,1.6
 GLC Class,2018.0,29995,Automatic,10300.0,Petrol,145.0,43.5,2.0
 C Class,2012.0,8990,Automatic,91000.0,Diesel,145.0,54.3,2.1
 C Class,2016.0,14799,Manual,38764.0,Diesel,20.0,68.9,2.1
 E Class,2019.0,43999,Semi-Auto,9687.0,Petrol,145.0,32.5,3.0
 C Class,2010.0,6999,Automatic,80000.0,Diesel,200.0,45.6,2.1
 C Class,2019.0,20999,Semi-Auto,9883.0,Diesel,145.0,61.4,2.0
 B Class,2014.0,9695,Automatic,49480.0,Diesel,30.0,64.2,1.5
 E Class,2019.0,38480,Semi-Auto,723.0,Diesel,145.0,57.7,2.0
 E Class,2018.0,21000,Automatic,39381.0,Diesel,150.0,65.7,2.0
 C Class,2019.0,25980,Semi-Auto,15070.0,Diesel,145.0,61.4,2.0
 C Class,2015.0,14850,Automatic,90000.0,Diesel,30.0,61.4,2.1
 C Class,2019.0,33530,Automatic,6780.0,Petrol,145.0,30.4,3.0
 GLA Class,2020.0,23490,Semi-Auto,1734.0,Petrol,150.0,44.8,1.6
 A Class,2020.0,25980,Manual,385.0,Petrol,145.0,47.1,1.3
 A Class,2019.0,24660,Semi-Auto,5406.0,Petrol,150.0,53.3,1.3
 C Class,2019.0,27499,Semi-Auto,3325.0,Diesel,145.0,60.1,1.6
 GLC Class,2019.0,37980,Semi-Auto,3999.0,Diesel,145.0,40.9,2.0
 GLC Class,2016.0,24132,Semi-Auto,48314.0,Diesel,125.0,56.5,2.1
 A Class,2020.0,41729,Semi-Auto,1000.0,Petrol,145.0,32.8,2.0
 X-CLASS,2018.0,28990,Automatic,14000.0,Diesel,240.0,35.8,2.3
 C Class,2016.0,17500,Semi-Auto,41758.0,Hybrid,0.0,134.5,2.0
 A Class,2015.0,18998,Semi-Auto,23247.0,Petrol,200.0,42.8,2.0
 A Class,2017.0,31989,Semi-Auto,29852.0,Petrol,150.0,40.9,2.0
 A Class,2019.0,18300,Automatic,13877.0,Diesel,145.0,68.9,1.5
 S Class,2018.0,82099,Automatic,1952.0,Petrol,145.0,34.0,4.0
 A Class,2019.0,20290,Automatic,8607.0,Diesel,145.0,65.7,1.5
 C Class,2019.0,32499,Automatic,2767.0,Diesel,145.0,55.4,2.0
 CLS Class,2019.0,38500,Semi-Auto,3354.0,Diesel,145.0,48.7,2.9
 GLA Class,2017.0,19642,Semi-Auto,30545.0,Diesel,125.0,56.6,2.1
 C Class,2019.0,30949,Semi-Auto,2983.0,Diesel,145.0,57.7,2.0
 GLE Class,2017.0,28360,Automatic,28939.0,Diesel,145.0,42.8,3.0
 GLS Class,2017.0,39900,Automatic,17000.0,Diesel,305.0,37.2,3.0
 S Class,2019.0,55995,Automatic,1933.0,Diesel,145.0,40.4,3.0
 C Class,2017.0,20990,Automatic,29000.0,Diesel,145.0,58.9,2.1
 SL CLASS,2017.0,20601,Automatic,16730.0,Diesel,150.0,70.6,2.1
 C Class,2019.0,28800,Semi-Auto,3116.0,Petrol,145.0,44.1,2.0
 A Class,2011.0,5195,Automatic,60000.0,Diesel,165.0,52.3,2.0
 E Class,2014.0,16000,Automatic,66921.0,Petrol,260.0,35.8,3.0
 C Class,2015.0,12299,Manual,73227.0,Petrol,125.0,52.3,2.0
 CLS Class,2015.0,18099,Semi-Auto,38792.0,Diesel,125.0,57.7,2.1
 E Class,2018.0,23399,Automatic,10000.0,Diesel,145.0,61.4,2.0
 A Class,2017.0,31400,Automatic,12609.0,Petrol,150.0,40.9,2.0
 C Class,2019.0,32999,Semi-Auto,5612.0,Diesel,145.0,57.7,2.0
 A Class,2016.0,12795,Automatic,80470.0,Diesel,20.0,68.9,2.1
 S Class,2015.0,26578,Automatic,33462.0,Diesel,205.0,48.7,3.0
 CLS Class,2016.0,18980,Automatic,46728.0,Diesel,125.0,57.7,2.1
 SLK,2012.0,12995,Automatic,43890.0,Petrol,205.0,43.5,1.8
 A Class,2017.0,15750,Semi-Auto,21000.0,Diesel,145.0,74.3,1.5
 C Class,2015.0,15495,Automatic,37200.0,Diesel,20.0,64.2,2.1
 A Class,2015.0,11772,Manual,47320.0,Diesel,20.0,70.6,1.5
 A Class,2007.0,2478,Automatic,81000.0,Diesel,160.0,49.6,2.0
 A Class,2017.0,16699,Manual,17537.0,Diesel,145.0,68.9,1.5
 E Class,2017.0,21299,Semi-Auto,23429.0,Diesel,145.0,61.4,2.0
 A Class,2020.0,25879,Semi-Auto,1000.0,Petrol,145.0,53.3,1.3
 C Class,2018.0,27649,Automatic,6232.0,Diesel,145.0,57.7,2.0
 A Class,2017.0,16499,Automatic,20477.0,Diesel,145.0,68.9,2.1
 V Class,2018.0,20998,Manual,14453.0,Diesel,145.0,46.3,2.1
 C Class,2019.0,31890,Automatic,1499.0,Petrol,145.0,44.1,2.0
 C Class,2019.0,25799,Automatic,2177.0,Petrol,145.0,47.1,1.5
 SL CLASS,2019.0,48745,Semi-Auto,9742.0,Petrol,145.0,31.4,4.7
 B Class,2019.0,22400,Automatic,13866.0,Petrol,145.0,45.6,1.3
 C Class,2019.0,36995,Automatic,2749.0,Diesel,145.0,54.3,2.0
 B Class,2014.0,8990,Semi-Auto,50554.0,Diesel,30.0,64.2,1.5
 GLA Class,2017.0,17889,Semi-Auto,42941.0,Diesel,125.0,56.6,2.1
 GLC Class,2016.0,21998,Automatic,29884.0,Diesel,125.0,56.5,2.1
 CLS Class,2018.0,32950,Automatic,3942.0,Diesel,145.0,48.7,2.9
 A Class,2015.0,10500,Automatic,97937.0,Diesel,20.0,64.2,2.1
 GLC Class,2016.0,23980,Semi-Auto,14643.0,Diesel,125.0,56.5,2.1
 A Class,2017.0,16781,Manual,27781.0,Petrol,145.0,49.6,1.6
 GLA Class,2020.0,24640,Semi-Auto,2275.0,Petrol,145.0,44.8,1.6
 C Class,2019.0,37995,Semi-Auto,1800.0,Diesel,145.0,54.3,2.0
 C Class,2019.0,46999,Semi-Auto,9962.0,Petrol,145.0,29.7,3.0
 SLK,2004.0,4990,Manual,51566.0,Petrol,325.0,30.7,2.0
 A Class,2019.0,21250,Manual,8673.0,Petrol,145.0,47.1,1.3
 C Class,2017.0,17127,Semi-Auto,45624.0,Diesel,145.0,61.4,2.1
 C Class,2019.0,27998,Semi-Auto,10134.0,Diesel,145.0,61.4,2.0
 SL CLASS,2019.0,29990,Semi-Auto,8899.0,Petrol,145.0,47.1,2.0
 A Class,2019.0,19746,Automatic,10263.0,Diesel,145.0,68.9,1.5
 E Class,2015.0,15000,Automatic,36013.0,Diesel,125.0,61.4,2.1
 E Class,2017.0,19999,Automatic,37259.0,Diesel,145.0,65.7,2.0
 C Class,2019.0,26980,Semi-Auto,7721.0,Petrol,145.0,46.3,1.5
 GLC Class,2020.0,41900,Semi-Auto,250.0,Diesel,145.0,40.9,2.0
 C Class,2019.0,25122,Semi-Auto,13852.0,Diesel,145.0,61.4,2.0
 E Class,2014.0,12990,Automatic,44000.0,Diesel,125.0,58.9,2.1
 B Class,2016.0,11450,Manual,23563.0,Diesel,20.0,68.9,1.5
 C Class,2019.0,33699,Semi-Auto,246.0,Petrol,145.0,44.1,2.0
 A Class,2019.0,24059,Semi-Auto,1000.0,Diesel,145.0,65.7,1.5
 CLS Class,2016.0,24980,Semi-Auto,22878.0,Diesel,160.0,49.6,3.0
 M Class,2013.0,15250,Automatic,56164.0,Diesel,200.0,44.8,2.1
 C Class,2016.0,15391,Manual,9578.0,Diesel,20.0,70.6,2.1
 GLC Class,2018.0,29442,Semi-Auto,11352.0,Diesel,145.0,56.5,2.1
 C Class,2018.0,28750,Automatic,7140.0,Diesel,145.0,54.3,2.0
 C Class,2018.0,28049,Semi-Auto,9977.0,Diesel,145.0,54.3,2.0
 C Class,2019.0,26289,Automatic,650.0,Petrol,145.0,46.3,1.5
 GLS Class,2020.0,66990,Semi-Auto,2596.0,Diesel,145.0,30.4,3.0
 GL Class,2014.0,13421,Automatic,66010.0,Diesel,145.0,55.4,2.1
 CL Class,2019.0,25400,Semi-Auto,14090.0,Diesel,145.0,51.4,2.2
 E Class,2017.0,17800,Automatic,42783.0,Diesel,145.0,72.4,2.0
 E Class,2019.0,34335,Automatic,5812.0,Diesel,145.0,42.8,2.0
 C Class,2018.0,22640,Semi-Auto,15867.0,Petrol,145.0,47.1,2.0
 E Class,2014.0,12999,Automatic,50219.0,Diesel,125.0,58.9,2.1
 SL CLASS,2019.0,35699,Automatic,4500.0,Petrol,150.0,36.2,3.0
 A Class,2016.0,16585,Semi-Auto,23216.0,Diesel,20.0,74.3,1.5
 SLK,2015.0,15599,Automatic,21680.0,Diesel,150.0,56.5,2.1
 GLC Class,2019.0,41399,Semi-Auto,3183.0,Diesel,150.0,40.4,2.0
 V Class,2019.0,58800,Automatic,1253.0,Diesel,145.0,36.2,2.0
 E Class,2020.0,45900,Semi-Auto,51.0,Petrol,145.0,32.5,2.0
 A Class,2016.0,14799,Automatic,47130.0,Diesel,20.0,67.3,2.1
 E Class,2017.0,27250,Semi-Auto,26000.0,Diesel,145.0,70.6,2.0
 C Class,2015.0,14995,Automatic,49850.0,Diesel,30.0,62.8,2.1
 C Class,2019.0,28599,Semi-Auto,901.0,Diesel,145.0,61.4,2.0
 C Class,2019.0,31980,Semi-Auto,1854.0,Petrol,145.0,46.3,1.5
 E Class,2019.0,26499,Semi-Auto,2638.0,Diesel,145.0,72.4,2.0
 C Class,2017.0,16700,Automatic,32912.0,Diesel,30.0,61.4,2.1
 GLC Class,2019.0,37980,Semi-Auto,3999.0,Diesel,145.0,40.9,2.0
 GLE Class,2016.0,27991,Automatic,25022.0,Diesel,260.0,42.8,3.0
 C Class,2008.0,3995,Automatic,123000.0,Diesel,265.0,42.2,2.1
 E Class,2017.0,21299,Semi-Auto,32335.0,Diesel,20.0,67.3,2.0
 C Class,2019.0,30200,Semi-Auto,4589.0,Diesel,145.0,64.2,2.0
 A Class,2014.0,11400,Manual,23016.0,Diesel,30.0,64.2,2.1
 C Class,2017.0,19971,Semi-Auto,28735.0,Diesel,145.0,58.9,2.1
 A Class,2017.0,28582,Semi-Auto,18957.0,Petrol,145.0,40.9,2.0
 C Class,2019.0,25749,Semi-Auto,13873.0,Diesel,145.0,61.4,2.0
 GLC Class,2019.0,38570,Automatic,4187.0,Diesel,145.0,40.9,2.0
 B Class,2019.0,22099,Semi-Auto,13916.0,Petrol,145.0,45.6,1.3
 C Class,2016.0,19490,Semi-Auto,26900.0,Diesel,30.0,64.2,2.1
 C Class,2015.0,16592,Semi-Auto,25230.0,Diesel,20.0,64.2,2.1
 C Class,2017.0,23290,Automatic,23183.0,Diesel,145.0,58.9,2.1
 C Class,2018.0,23890,Semi-Auto,8194.0,Diesel,145.0,64.2,2.0
 GLC Class,2016.0,29280,Semi-Auto,19640.0,Diesel,145.0,56.5,2.1
 E Class,2017.0,21799,Semi-Auto,37034.0,Diesel,30.0,65.7,2.0
 CLS Class,2018.0,33000,Semi-Auto,5673.0,Diesel,145.0,48.7,2.9
 E Class,2019.0,34622,Semi-Auto,2566.0,Diesel,145.0,57.7,2.0
 C Class,2019.0,23490,Semi-Auto,10530.0,Petrol,145.0,46.3,1.5
 B Class,2019.0,22299,Semi-Auto,14700.0,Petrol,145.0,45.6,1.3
 CLA Class,2016.0,14750,Manual,60872.0,Diesel,20.0,67.3,2.1
 C Class,2017.0,14307,Manual,25820.0,Petrol,125.0,53.3,2.0
 A Class,2019.0,22907,Manual,1000.0,Petrol,150.0,47.1,1.3
 A Class,2019.0,24495,Semi-Auto,8411.0,Diesel,150.0,67.3,1.5
 C Class,2019.0,28000,Semi-Auto,15026.0,Diesel,150.0,64.2,2.0
 A Class,2020.0,26998,Automatic,20.0,Diesel,145.0,65.7,1.5
 C Class,2017.0,16490,Semi-Auto,17000.0,Diesel,20.0,65.7,2.1
 B Class,2015.0,14200,Semi-Auto,23915.0,Diesel,20.0,68.9,2.1
 E Class,2017.0,21690,Semi-Auto,22484.0,Diesel,145.0,65.7,2.0
 B Class,2019.0,24790,Semi-Auto,7463.0,Diesel,145.0,55.4,2.0
 E Class,2019.0,42924,Semi-Auto,2000.0,Petrol,145.0,32.1,3.0
 A Class,2019.0,19546,Automatic,11661.0,Diesel,145.0,68.9,1.5
 GLA Class,2016.0,26995,Automatic,31211.0,Petrol,235.0,37.7,2.0
 GLA Class,2016.0,18532,Semi-Auto,23111.0,Diesel,20.0,67.3,2.1
 GLS Class,2017.0,39900,Automatic,19761.0,Diesel,300.0,37.2,3.0
 A Class,2018.0,90900,Automatic,9141.0,Petrol,145.0,24.8,4.0
 C Class,2019.0,28990,Automatic,4824.0,Diesel,145.0,64.2,2.0
 C Class,2019.0,20249,Semi-Auto,14481.0,Petrol,145.0,46.3,1.5
